"victim_id","incident_id","victim_type_id","victim_type_name","assignment_type_id","assignment_type_name","activity_type_id","activity_type_name","age_range_low_num","age_range_high_num","age_id","age_name","sex_code","agency_data_year"
95977851,87804264,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",29,0,5,"Age in Years","M",
96007690,87830108,5,"Law Enforcement Officer",2,"One-Officer (Alone)",7,"Investigating Suspicious Persons or Circumstances",20,30,5,"Age in Years","M",
96722949,88466787,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",7,"Investigating Suspicious Persons or Circumstances",54,0,5,"Age in Years","M",
99493717,90904857,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",24,0,5,"Age in Years","M",
98006185,89597460,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",30,40,5,"Age in Years","M",
98001744,89594129,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",27,0,5,"Age in Years","M",
98003773,89595216,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",32,0,5,"Age in Years","M",
95997818,87822551,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",54,0,5,"Age in Years","M",
98649216,90161273,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","U",
98003348,89596495,5,"Law Enforcement Officer",2,"One-Officer (Alone)",7,"Investigating Suspicious Persons or Circumstances",37,0,5,"Age in Years","M",
96473582,88243595,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",31,0,5,"Age in Years","M",
96035430,87857564,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",7,"Investigating Suspicious Persons or Circumstances",43,0,5,"Age in Years","M",
97086547,88789038,5,"Law Enforcement Officer",2,"One-Officer (Alone)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","M",
96861213,88592600,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",33,0,5,"Age in Years","M",
97990818,89584688,5,"Law Enforcement Officer",2,"One-Officer (Alone)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","U",
95999092,87822325,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","M",
95998332,87823022,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","M",
95431809,87320044,5,"Law Enforcement Officer",4,"Detective or Special Assignment (Alone)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","M",
97095521,88797137,5,"Law Enforcement Officer",7,"Other (Assisted)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","M",
95966676,87793675,5,"Law Enforcement Officer",7,"Other (Assisted)",7,"Investigating Suspicious Persons or Circumstances",,,4,"Unknown","M",
97981619,89576875,5,"Law Enforcement Officer",2,"One-Officer (Alone)",7,"Investigating Suspicious Persons or Circumstances",30,40,5,"Age in Years","M",
96822301,88557750,5,"Law Enforcement Officer",6,"Other (Alone)",7,"Investigating Suspicious Persons or Circumstances",22,0,5,"Age in Years","M",
98100950,89681358,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",8,"Ambush - No Warning",,,4,"Unknown","M",
98100954,89681358,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",8,"Ambush - No Warning",,,4,"Unknown","M",
98100952,89681358,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",8,"Ambush - No Warning",,,4,"Unknown","M",
98100955,89681358,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",8,"Ambush - No Warning",,,4,"Unknown","M",
98100949,89681358,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",8,"Ambush - No Warning",26,0,5,"Age in Years","M",
96746223,88488778,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",8,"Ambush - No Warning",25,0,5,"Age in Years","F",
96056359,87875174,5,"Law Enforcement Officer",6,"Other (Alone)",8,"Ambush - No Warning",44,0,5,"Age in Years","F",
96056358,87875174,5,"Law Enforcement Officer",6,"Other (Alone)",8,"Ambush - No Warning",38,0,5,"Age in Years","M",
79823043,73409818,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
82520120,75798947,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
83465472,76661443,5,"Law Enforcement Officer",4,"Detective or Special Assignment (Alone)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
83434097,76631949,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
82872488,76141899,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
79794092,73381825,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",,,4,"Unknown","F",
79794091,73381825,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",,,4,"Unknown","F",
89378174,81864697,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
92465783,84709827,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",34,0,5,"Age in Years","M",
89391476,81990454,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
89386098,81985996,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,4,"Unknown","M",
89499776,82097463,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
89440831,82038947,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
89005127,81695989,5,"Law Enforcement Officer",2,"One-Officer (Alone)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
95429398,87317769,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",20,0,5,"Age in Years","M",
88832067,81517358,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",,,4,"Unknown","M",
89602161,82090752,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",,,5,"Age in Years","M",
99463969,90878728,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",51,0,5,"Age in Years","M",
98023721,89614630,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",46,0,5,"Age in Years","M",
98023685,89614597,5,"Law Enforcement Officer",6,"Other (Alone)",9,"Handling Persons with Mental Illness",30,0,5,"Age in Years","M",
96001493,87825060,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",45,0,5,"Age in Years","M",
96015749,87838042,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",29,0,5,"Age in Years","M",
96015748,87838042,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",24,0,5,"Age in Years","F",
96014759,87838042,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",30,0,5,"Age in Years","F",
98716286,90221085,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",29,0,5,"Age in Years","M",
98718830,90222186,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",31,0,5,"Age in Years","M",
98717910,90222186,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",26,0,5,"Age in Years","M",
98164769,89736432,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",53,0,5,"Age in Years","M",
98118935,89697549,5,"Law Enforcement Officer",2,"One-Officer (Alone)",9,"Handling Persons with Mental Illness",55,0,5,"Age in Years","M",
98101414,89682789,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",28,0,5,"Age in Years","M",
96758421,88499363,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",9,"Handling Persons with Mental Illness",29,0,5,"Age in Years","M",
96057910,87875638,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",37,0,5,"Age in Years","F",
96057907,87875638,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",26,0,5,"Age in Years","M",
96057911,87875638,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",28,0,5,"Age in Years","M",
97998577,89591508,5,"Law Enforcement Officer",7,"Other (Assisted)",9,"Handling Persons with Mental Illness",21,0,5,"Age in Years","M",
95944989,87774033,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",9,"Handling Persons with Mental Illness",41,0,5,"Age in Years","M",
97980075,89575697,5,"Law Enforcement Officer",2,"One-Officer (Alone)",9,"Handling Persons with Mental Illness",35,0,5,"Age in Years","M",
82526644,75805838,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82522325,75801517,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82572173,75849180,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
79999555,73589924,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83646945,76836357,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","U",
83645816,76835381,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83590810,76780764,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83591908,76782463,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
83580002,76770007,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83577951,76769029,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83569290,76760213,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83588634,76778905,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
83554201,76745115,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83457848,76653713,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83457847,76653713,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83392028,76591957,5,"Law Enforcement Officer",6,"Other (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
82906632,76175011,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82890584,76159254,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82890582,76159254,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","F",
82879857,76148945,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","F",
82862823,76132349,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82875665,76144569,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","U",
79649740,73235218,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
79649696,73234397,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
79649695,73234397,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
79643412,73228806,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82546157,75824140,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82546107,75824093,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
83739224,76933982,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
79668003,73253653,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82720090,75991138,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
82720091,75991138,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
82720009,75990340,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82720010,75990340,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
82720008,75990340,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
82589439,75864484,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","U",
79813590,73401058,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
79745507,73338824,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
79745506,73338824,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
82739409,76008627,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
97980047,89575670,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",43,0,5,"Age in Years","M",
95975694,87802210,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",27,0,5,"Age in Years","M",
89308501,81792326,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89308502,81792326,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89553779,82149240,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89547292,82143749,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
92453000,84698942,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",29,0,5,"Age in Years","M",
89494374,82092116,5,"Law Enforcement Officer",6,"Other (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
89478323,82076766,5,"Law Enforcement Officer",6,"Other (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89451650,82049826,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89451649,82049826,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
90397978,82898807,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",26,0,5,"Age in Years","M",
89395197,81882021,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
91643964,83988838,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",28,0,5,"Age in Years","M",
91643965,83988838,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",58,0,5,"Age in Years","M",
89361124,81847423,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89422031,81907640,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
95458478,87344370,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",35,0,5,"Age in Years","M",
95422125,87311846,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",41,0,5,"Age in Years","M",
95421267,87311846,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",29,0,5,"Age in Years","M",
89572852,82060432,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
89572794,82060378,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
88870822,81553638,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
88871936,81554712,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","M",
88847979,81532116,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","F",
88776270,81457998,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,5,"Age in Years","F",
95938239,87767404,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",24,0,5,"Age in Years","M",
89591287,82078837,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
95953524,87781327,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",28,0,5,"Age in Years","M",
96827581,88563044,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",39,0,5,"Age in Years","M",
96035153,87855319,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
95965683,87792662,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",31,0,5,"Age in Years","F",
97991917,89586642,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",28,0,5,"Age in Years","M",
97992875,89586642,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",28,0,5,"Age in Years","M",
97987445,89581436,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",38,0,5,"Age in Years","M",
96824879,88560637,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",43,0,5,"Age in Years","M",
98147493,89723096,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
98144921,89720772,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
96865011,88596517,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",49,0,5,"Age in Years","M",
96057925,87875648,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",28,0,5,"Age in Years","M",
96057923,87875648,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",26,0,5,"Age in Years","M",
96054535,87873452,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",32,0,5,"Age in Years","M",
96051713,87870778,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",36,0,5,"Age in Years","M",
97981900,89576443,5,"Law Enforcement Officer",7,"Other (Assisted)",10,"Traffic Pursuits and Stops",30,0,5,"Age in Years","M",
95983787,87808892,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",39,0,5,"Age in Years","M",
97059738,88763394,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",43,0,5,"Age in Years","M",
95948880,87777565,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",33,0,5,"Age in Years","M",
95948885,87777565,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",32,0,5,"Age in Years","M",
96854665,88586039,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",32,0,5,"Age in Years","M",
96833766,88567497,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",31,0,5,"Age in Years","M",
96853809,88586010,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",32,0,5,"Age in Years","M",
96027955,87848383,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",32,0,5,"Age in Years","M",
96849386,88583155,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",43,0,5,"Age in Years","M",
98648736,90160881,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
98010204,89601258,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",25,0,5,"Age in Years","M",
96702638,88449317,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",30,0,5,"Age in Years","M",
96852333,88584213,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",50,0,5,"Age in Years","M",
96853386,88585637,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",10,"Traffic Pursuits and Stops",30,0,5,"Age in Years","M",
97990456,89584485,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",23,0,5,"Age in Years","M",
96826626,88562817,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
96826614,88562817,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
96826623,88562817,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",45,0,5,"Age in Years","M",
96826617,88562817,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",36,0,5,"Age in Years","M",
96827310,88562817,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","M",
98661386,90172197,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",27,0,5,"Age in Years","M",
97982530,89577364,5,"Law Enforcement Officer",2,"One-Officer (Alone)",10,"Traffic Pursuits and Stops",,,4,"Unknown","U",
79910860,73499207,5,"Law Enforcement Officer",2,"One-Officer (Alone)",11,"All Other",,,5,"Age in Years","M",
79882826,73469947,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,4,"Unknown","M",
79882825,73469947,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,5,"Age in Years","M",
82525552,75804201,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
82515952,75795498,5,"Law Enforcement Officer",2,"One-Officer (Alone)",11,"All Other",,,5,"Age in Years","M",
83648954,76838085,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83633954,76822809,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83646833,76836259,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83646830,76836257,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83626558,76815656,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,5,"Age in Years","M",
83598453,76788640,5,"Law Enforcement Officer",7,"Other (Assisted)",11,"All Other",,,5,"Age in Years","M",
83598452,76788640,5,"Law Enforcement Officer",7,"Other (Assisted)",11,"All Other",,,5,"Age in Years","M",
83603791,76794050,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83616735,76805714,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","U",
83616734,76805714,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,4,"Unknown","U",
83611313,76801182,5,"Law Enforcement Officer",7,"Other (Assisted)",11,"All Other",,,5,"Age in Years","M",
83595207,76785888,5,"Law Enforcement Officer",2,"One-Officer (Alone)",11,"All Other",,,5,"Age in Years","M",
83589807,76780668,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","U",
83591829,76781628,5,"Law Enforcement Officer",2,"One-Officer (Alone)",11,"All Other",,,5,"Age in Years","F",
83583273,76773544,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,5,"Age in Years","M",
83583368,76774362,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",11,"All Other",,,4,"Unknown","U",
83583367,76774362,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",11,"All Other",,,4,"Unknown","U",
83583366,76774362,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",11,"All Other",,,4,"Unknown","U",
83552121,76744093,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,5,"Age in Years","U",
83552101,76744075,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,4,"Unknown","M",
83562762,76753907,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,5,"Age in Years","M",
83554156,76745079,5,"Law Enforcement Officer",7,"Other (Assisted)",11,"All Other",,,4,"Unknown","M",
83554146,76745069,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,4,"Unknown","U",
83554145,76745069,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,4,"Unknown","U",
83555280,76746790,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83555279,76746790,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83539957,76731563,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",11,"All Other",,,5,"Age in Years","M",
83551032,76742398,5,"Law Enforcement Officer",7,"Other (Assisted)",11,"All Other",,,5,"Age in Years","M",
83506512,76699887,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
83512023,76705197,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",11,"All Other",,,5,"Age in Years","M",
83484891,76679626,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",11,"All Other",,,5,"Age in Years","M",
83486925,76681282,5,"Law Enforcement Officer",6,"Other (Alone)",11,"All Other",,,5,"Age in Years","M",
